,dataset_name,input_size,output_size
0,9_I.v1.l1.ds1.l_combo0.ds_combo1.idays30.odays1,5,6
1,9_I.v1.l1.ds1.l_combo0.ds_combo1.idays30.odays7,5,6
2,9_I.v1.l1.ds1.l_combo0.ds_combo1.idays60.odays1,5,6
3,9_I.v1.l1.ds1.l_combo0.ds_combo1.idays60.odays7,5,6
4,9_I.v1.l1.ds1.l_combo0.ds_combo2.idays30.odays1,1,1
5,9_I.v1.l1.ds1.l_combo0.ds_combo2.idays30.odays7,1,1
6,9_I.v1.l1.ds1.l_combo0.ds_combo2.idays60.odays1,1,1
7,9_I.v1.l1.ds1.l_combo0.ds_combo2.idays60.odays7,1,1
8,9_I.v1.l1.ds1.l_combo0.ds_combo3.idays30.odays1,5,6
9,9_I.v1.l1.ds1.l_combo0.ds_combo3.idays30.odays7,5,6
10,9_I.v1.l1.ds1.l_combo0.ds_combo3.idays60.odays1,5,6
11,9_I.v1.l1.ds1.l_combo0.ds_combo3.idays60.odays7,5,6
12,9_I.v1.l1.ds1.l_combo0.ds_combo4.idays30.odays1,2,2
13,9_I.v1.l1.ds1.l_combo0.ds_combo4.idays30.odays7,2,2
14,9_I.v1.l1.ds1.l_combo0.ds_combo4.idays60.odays1,2,2
15,9_I.v1.l1.ds1.l_combo0.ds_combo4.idays60.odays7,2,2
16,9_I.v1.l1.ds1.l_combo1.ds_combo1.idays30.odays1,5,6
17,9_I.v1.l1.ds1.l_combo1.ds_combo1.idays30.odays7,5,6
18,9_I.v1.l1.ds1.l_combo1.ds_combo1.idays60.odays1,5,6
19,9_I.v1.l1.ds1.l_combo1.ds_combo1.idays60.odays7,5,6
20,9_I.v1.l1.ds1.l_combo1.ds_combo2.idays30.odays1,1,1
21,9_I.v1.l1.ds1.l_combo1.ds_combo2.idays30.odays7,1,1
22,9_I.v1.l1.ds1.l_combo1.ds_combo2.idays60.odays1,1,1
23,9_I.v1.l1.ds1.l_combo1.ds_combo2.idays60.odays7,1,1
24,9_I.v1.l1.ds1.l_combo1.ds_combo3.idays30.odays1,5,6
25,9_I.v1.l1.ds1.l_combo1.ds_combo3.idays30.odays7,5,6
26,9_I.v1.l1.ds1.l_combo1.ds_combo3.idays60.odays1,5,6
27,9_I.v1.l1.ds1.l_combo1.ds_combo3.idays60.odays7,5,6
28,9_I.v1.l1.ds1.l_combo1.ds_combo4.idays30.odays1,2,2
29,9_I.v1.l1.ds1.l_combo1.ds_combo4.idays30.odays7,2,2
30,9_I.v1.l1.ds1.l_combo1.ds_combo4.idays60.odays1,2,2
31,9_I.v1.l1.ds1.l_combo1.ds_combo4.idays60.odays7,2,2
